Region	KKindex	KKx	KKy	Signal	LMpval	LMq	LMI	geometry
11:110780000-114760000	11	0.351843069288961	0.818813771036743	-3.5471913499528234	0.11133777324453512	3	0.259119733123811	POLYGON ((0.3854695041889307 0.8191730784894599, 0.386430141631136 0.8133416004119467, 0.3106109502995436 0.7748678730006483, 0.3044271190438597 0.7821371209633456, 0.3037276757992907 0.785217956453545, 0.3126030141513114 0.855223383391997, 0.3258890114473257 0.8725343115490254, 0.3854695041889307 0.8191730784894599))
11:110780000-114760000	12	0.37042416994184163	0.7821964708596196	-3.5471913499528234	0.08025839483210336	3	0.2848524589542412	POLYGON ((0.3115168618771275 0.7724407093298794, 0.3106109502995436 0.7748678730006483, 0.386430141631136 0.8133416004119467, 0.390217400316365 0.8095872577551497, 0.3932853089548005 0.7718079748300647, 0.3569630081852118 0.7361029769905775, 0.3115168618771275 0.7724407093298794))
11:110780000-114760000	13	0.4032804494500579	0.7487721398504948	-3.5471913499528234	0.13235735285294295	3	0.24376162469418733	POLYGON ((0.3569630081852118 0.7361029769905775, 0.3932853089548005 0.7718079748300647, 0.422750424609536 0.7631300023149943, 0.4267197513287043 0.7232969057666006, 0.4255278679735641 0.7221700491705791, 0.3611101704423982 0.7259121260608807, 0.3569630081852118 0.7361029769905775))
11:110780000-114760000	14	0.4003498142268949	0.6983229430771275	-3.5471913499528234	0.15793684126317473	3	0.20623254093391138	POLYGON ((0.3611101704423982 0.7259121260608807, 0.4255278679735641 0.7221700491705791, 0.4256856673835625 0.6667506473454251, 0.4183259144021364 0.6551602404150612, 0.3776837520288036 0.654527513626271, 0.3581667161935304 0.7085873230135501, 0.3611101704423982 0.7259121260608807))
11:110780000-114760000	15	0.4508413153154733	0.6984667109421587	-3.5471913499528234	0.4078318433631327	3	0.054788033361118704	POLYGON ((0.4878809440934911 0.7003717589471784, 0.4833133785092014 0.6865958313038536, 0.4256856673835625 0.6667506473454251, 0.4255278679735641 0.7221700491705791, 0.4267197513287043 0.7232969057666006, 0.4739848039351725 0.7286550879833739, 0.4754167843053459 0.7278630007806367, 0.4878809440934911 0.7003717589471784))
11:110780000-114760000	16	0.46503564632358174	0.6572483070880809	-3.5471913499528234	0.4154316913661727	2	-0.04156099437768808	POLYGON ((0.4971252922239047 0.6501198905348075, 0.4476957812827316 0.6265174551400233, 0.4367376440521592 0.6296941112911926, 0.4183259144021364 0.6551602404150612, 0.4256856673835625 0.6667506473454251, 0.4833133785092014 0.6865958313038536, 0.4971252922239047 0.6501198905348075))
11:110780000-114760000	17	0.4824954365798303	0.6206830595165297	-0.9896860728486319	0.33227335453290935	1	0.1293805280483848	POLYGON ((0.5123261429682 0.6019836997342783, 0.4855504804344047 0.5794219258395836, 0.4476957812827316 0.6265174551400233, 0.4971252922239047 0.6501198905348075, 0.5149896036408428 0.6392958781779101, 0.5123261429682 0.6019836997342783))
11:110780000-114760000	18	0.44591128727033735	0.5912772542012084	-3.5471913499528234	0.2621947561048779	2	-0.13967953543564646	POLYGON ((0.4855504804344047 0.5794219258395836, 0.478704083703342 0.5544376869196943, 0.4143030460429417 0.5805496743135089, 0.4367376440521592 0.6296941112911926, 0.4476957812827316 0.6265174551400233, 0.4855504804344047 0.5794219258395836))
11:110780000-114760000	19	0.40170213451058745	0.6114588786431254	-0.5844693318365323	0.32129357412851745	4	-0.18947878823621941	POLYGON ((0.4143030460429417 0.5805496743135089, 0.4062766102863776 0.5768671198502684, 0.3953796834022748 0.5797668909948898, 0.359644459748298 0.6344178662294939, 0.3776837520288036 0.654527513626271, 0.4183259144021364 0.6551602404150612, 0.4367376440521592 0.6296941112911926, 0.4143030460429417 0.5805496743135089))
11:110780000-114760000	20	0.3638119842254494	0.5866832366914543	-3.5471913499528234	0.24217515649687008	3	0.14453300299631006	POLYGON ((0.3446120529829746 0.6289714240141403, 0.359644459748298 0.6344178662294939, 0.3953796834022748 0.5797668909948898, 0.3426943458986205 0.5498854474001026, 0.3192572472845457 0.5819134377964157, 0.3207365956654931 0.5964127954130102, 0.3446120529829746 0.6289714240141403))
11:110780000-114760000	21	0.38511429848367124	0.5491241538197315	-1.1134543957983212	0.25559488810223796	4	-0.19534658916657352	POLYGON ((0.3426943458986205 0.5498854474001026, 0.3953796834022748 0.5797668909948898, 0.4062766102863776 0.5768671198502684, 0.407893085258636 0.5349993347611851, 0.3890831207769044 0.5146771448063966, 0.3441198163429101 0.5388717994640495, 0.3437098427752439 0.5395413242157703, 0.3426943458986205 0.5498854474001026))
11:110780000-114760000	22	0.429514994387173	0.5508384220459143	-1.3776667164160736	0.41483170336593267	4	-0.06069287389398381	POLYGON ((0.4788838854522148 0.5535067058007404, 0.4491660678121734 0.5286295376789828, 0.407893085258636 0.5349993347611851, 0.4062766102863776 0.5768671198502684, 0.4143030460429417 0.5805496743135089, 0.478704083703342 0.5544376869196943, 0.4788838854522148 0.5535067058007404))
11:110780000-114760000	23	0.4237336848289934	0.513378533535801	-1.0960592262034081	0.3966920661586768	4	-0.09424167034205182	POLYGON ((0.407893085258636 0.5349993347611851, 0.4491660678121734 0.5286295376789828, 0.4430443438598334 0.4950890997543723, 0.4180570148479729 0.4842598829245527, 0.3906793575198779 0.5073904112969734, 0.3890831207769044 0.5146771448063966, 0.407893085258636 0.5349993347611851))
11:110780000-114760000	24	0.4675709555680147	0.5053774552287295	-3.5471913499528234	0.250314993700126	2	-0.17183714077524992	POLYGON ((0.5332348978239791 0.5041262098030482, 0.5330416185602666 0.4994341751574348, 0.5321370865826208 0.4930103611296464, 0.5306038312064152 0.4867069737297216, 0.5284567827599168 0.48058539323686, 0.5257168484831125 0.4747052295553808, 0.522410708939996 0.4691237417534022, 0.5102186376663874 0.4506812122124398, 0.4430443438598334 0.4950890997543723, 0.4491660678121734 0.5286295376789828, 0.4788838854522148 0.5535067058007404, 0.5332788816545319 0.5041332188385056, 0.5332348978239791 0.5041262098030482))
11:110780000-114760000	25	0.44318681302079765	0.46849239614680466	-3.5471913499528234	0.3919321613567729	2	-0.098872801487053	POLYGON ((0.498026566392779 0.4322386826714774, 0.4941835106123923 0.4270066500958741, 0.4898431618372945 0.4221791647138304, 0.4850478448677646 0.4178033016258125, 0.4798443211148154 0.4139217319490154, 0.4742833326074871 0.4105723067110528, 0.468419107183247 0.4077876877466279, 0.4623088296866165 0.4055950291964863, 0.4560120843326198 0.4040157127145048, 0.4495902736728317 0.4030651389650405, 0.4431060198299641 0.4027525774437448, 0.4366225538398344 0.4030810760863136, 0.4101767634255893 0.4057350054423333, 0.4180570148479729 0.4842598829245527, 0.4430443438598334 0.4950890997543723, 0.5102186376663874 0.4506812122124398, 0.498026566392779 0.4322386826714774))
11:110780000-114760000	26	0.3902952321923075	0.4738002548588441	-3.5471913499528234	0.4125317493650127	2	-0.04471672652224283	POLYGON ((0.3837309730113442 0.408388934798353, 0.3776090399398766 0.4092960626169035, 0.371599537104507 0.4107748530288291, 0.3657557231827938 0.4128122003873096, 0.3601293884492224 0.4153900488848994, 0.3547703957885638 0.4184855525714946, 0.3497262387905489 0.4220712778245075, 0.3336530063933748 0.434676879103517, 0.3906793575198779 0.5073904112969734, 0.4180570148479729 0.4842598829245527, 0.4101767634255893 0.4057350054423333, 0.3837309730113442 0.408388934798353))
11:110780000-114760000	27	0.3581487673979593	0.49901145741686315	-3.5471913499528234	0.48081038379232416	3	0.029071564730210192	POLYGON ((0.3301232625558382 0.4374451177709832, 0.3248811898338522 0.4384493783546002, 0.3441198163429101 0.5388717994640495, 0.3890831207769044 0.5146771448063966, 0.3906793575198779 0.5073904112969734, 0.3336530063933748 0.434676879103517, 0.3301232625558382 0.4374451177709832))
11:110780000-114760000	28	0.31635222181384814	0.5070187143718129	-3.5471913499528234	0.34401311973760523	3	0.12095263950850023	POLYGON ((0.3039829170417966 0.4424530068320751, 0.2978406420257273 0.4439389893851035, 0.2918694264228344 0.4460078709053224, 0.2861244482702532 0.4486405335398616, 0.280658795019338 0.4518126497202204, 0.2755229729720051 0.4554949069653166, 0.2707644405686281 0.4596532787484723, 0.2664271698402178 0.4642493389253422, 0.2625512400773632 0.4692406168172605, 0.2591724674707048 0.4745809896687971, 0.2563220741453106 0.4802211088529529, 0.2532205262673162 0.4871689824973353, 0.2519538442906598 0.4875715922868857, 0.2661464193484553 0.5049168212883394, 0.3437098427752439 0.5395413242157703, 0.3441198163429101 0.5388717994640495, 0.3248811898338522 0.4384493783546002, 0.3039829170417966 0.4424530068320751))
11:110780000-114760000	29	0.30123229074917024	0.540889341130309	-1.904928133391077	0.3182936341273174	4	-0.06781960388508129	POLYGON ((0.3192572472845457 0.5819134377964157, 0.3426943458986205 0.5498854474001026, 0.3437098427752439 0.5395413242157703, 0.2661464193484553 0.5049168212883394, 0.285831531684288 0.5668496844512075, 0.3192572472845457 0.5819134377964157))
11:110780000-114760000	30	0.2582684578543139	0.5545452232213578	-3.5471913499528234	0.12107757844843103	3	0.3207762851751109	POLYGON ((0.2383549959530882 0.4918939317282107, 0.2322607689011242 0.4941686515568041, 0.2264211824840782 0.497034516895116, 0.2208934119471467 0.5004634681269824, 0.2157315795540088 0.5044219324762771, 0.2109862246770898 0.5088711527171268, 0.2067038089678245 0.5137675666449442, 0.2029262614517852 0.5190632335928886, 0.1996905680026358 0.5247063038177412, 0.1970284092143644 0.5306415261594496, 0.194965850217376 0.5368107890038605, 0.1935230854754498 0.5431536892520861, 0.1927142410622474 0.5496081237257419, 0.1925472363532775 0.5561108972176196, 0.1926550329697218 0.5575786167327986, 0.1924051365417245 0.5573458750816035, 0.1982508175071629 0.5713889837579007, 0.2194028219121093 0.5964971983337063, 0.285831531684288 0.5668496844512075, 0.2661464193484553 0.5049168212883394, 0.2519538442906598 0.4875715922868857, 0.2383549959530882 0.4918939317282107))
11:110780000-114760000	31	0.2765838511759965	0.5955829963092242	-3.5471913499528234	0.09225815483690326	3	0.2964133799679067	POLYGON ((0.3207365956654931 0.5964127954130102, 0.3192572472845457 0.5819134377964157, 0.285831531684288 0.5668496844512075, 0.2194028219121093 0.5964971983337063, 0.2342279390706385 0.6450595289246869, 0.3207365956654931 0.5964127954130102))
11:110780000-114760000	32	0.29850811647128	0.6345709940762051	-3.5471913499528234	0.40111197776044477	3	0.05909074559137617	POLYGON ((0.2341553618336424 0.6463966497180583, 0.2958766257446832 0.6709734330264073, 0.3446120529829746 0.6289714240141403, 0.3207365956654931 0.5964127954130102, 0.2342279390706385 0.6450595289246869, 0.2341553618336424 0.6463966497180583))
11:110780000-114760000	33	0.3322687544663287	0.6737438611656212	-3.5471913499528234	0.16719665606687867	3	0.19807983366287263	POLYGON ((0.2958766257446832 0.6709734330264073, 0.3011762290754762 0.6833510419535322, 0.3581667161935304 0.7085873230135501, 0.3776837520288036 0.654527513626271, 0.359644459748298 0.6344178662294939, 0.3446120529829746 0.6289714240141403, 0.2958766257446832 0.6709734330264073))
11:110780000-114760000	34	0.31496061280809917	0.7128304215769946	-3.5471913499528234	0.09575808483830324	3	0.2705913582695907	POLYGON ((0.2873583821769219 0.7261925601320869, 0.3115168618771275 0.7724407093298794, 0.3569630081852118 0.7361029769905775, 0.3611101704423982 0.7259121260608807, 0.3581667161935304 0.7085873230135501, 0.3011762290754762 0.6833510419535322, 0.2873583821769219 0.7261925601320869))
11:110780000-114760000	35	0.2727651569176342	0.6992209517426364	-3.5471913499528234	0.08613827723445532	3	0.28350521231678505	POLYGON ((0.2452048937583545 0.7140043172286475, 0.2873583821769219 0.7261925601320869, 0.3011762290754762 0.6833510419535322, 0.2958766257446832 0.6709734330264073, 0.2341553618336424 0.6463966497180583, 0.2242467072077825 0.660426673138328, 0.2233986011506369 0.6637089293678318, 0.2452048937583545 0.7140043172286475))
11:110780000-114760000	36	0.26062316508860356	0.7412144791114543	-0.9309667546907964	0.011119777604447911	4	-0.6729055988184673	POLYGON ((0.2301179638062934 0.753521340945968, 0.2354604038330267 0.7630678891425777, 0.3044271190438597 0.7821371209633456, 0.3106109502995436 0.7748678730006483, 0.3115168618771275 0.7724407093298794, 0.2873583821769219 0.7261925601320869, 0.2452048937583545 0.7140043172286475, 0.2301179638062934 0.753521340945968))
11:110780000-114760000	37	0.2155758806580802	0.7240161893415697	-3.5471913499528234	0.08613827723445532	3	0.28350521231678505	POLYGON ((0.1889116711938811 0.6978145561666683, 0.1816851123844362 0.7417732164240635, 0.2301179638062934 0.753521340945968, 0.2452048937583545 0.7140043172286475, 0.2233986011506369 0.6637089293678318, 0.1889116711938811 0.6978145561666683))
11:110780000-114760000	38	0.20367359052366407	0.7730846043541274	-3.5471913499528234	0.11671766564668706	3	0.23497682184178625	POLYGON ((0.1816851123844362 0.7417732164240635, 0.1631872821903312 0.7569553635704839, 0.1452501649790901 0.7999843045297318, 0.1655256982544293 0.8042934017975926, 0.2192962117052865 0.7945233104371224, 0.2354604038330267 0.7630678891425777, 0.2301179638062934 0.753521340945968, 0.1816851123844362 0.7417732164240635))
11:110780000-114760000	39	0.21221400336699447	0.8200874794271474	-3.5471913499528234	0.11729765404691907	3	0.23497682184178634	POLYGON ((0.2345836946160362 0.8485280303330123, 0.2395166175438693 0.8213377102834488, 0.2192962117052865 0.7945233104371224, 0.1655256982544293 0.8042934017975926, 0.2199267596178769 0.851561358767964, 0.2345836946160362 0.8485280303330123))
11:110780000-114760000	40	0.24582234551938958	0.7947438460891638	-3.5471913499528234	0.09691806163876722	3	0.27305627922202796	POLYGON ((0.2354604038330267 0.7630678891425777, 0.2192962117052865 0.7945233104371224, 0.2395166175438693 0.8213377102834488, 0.3037276757992907 0.785217956453545, 0.3044271190438597 0.7821371209633456, 0.2354604038330267 0.7630678891425777))
11:110780000-114760000	41	0.26551841184846464	0.8297580731632094	-3.5471913499528234	0.15883682326353474	3	0.2252195975693298	POLYGON ((0.3126030141513114 0.855223383391997, 0.3037276757992907 0.785217956453545, 0.2395166175438693 0.8213377102834488, 0.2345836946160362 0.8485280303330123, 0.2464375991891121 0.8573884082082492, 0.3126030141513114 0.855223383391997))
11:110780000-114760000	42	0.2672838686569865	0.8837122733445706	-3.5471913499528234	0.20733585328293433	3	0.22792074342289986	POLYGON ((0.2669686675233057 0.9494513860469503, 0.2735671527648204 0.9491511809719989, 0.2801022049627175 0.9481903358542648, 0.2865078493426597 0.946578550928405, 0.2927194175700025 0.9443320980073361, 0.2986742006104994 0.9414736562097611, 0.3043120818108434 0.9380320830025894, 0.3095761438077647 0.9340421228696957, 0.314413243138621 0.9295440565481589, 0.3187745467524837 0.9245832943731276, 0.3226160250053609 0.9192099178367042, 0.325898896162512 0.9134781739890555, 0.3285900179203695 0.9074459277860313, 0.3306622219954502 0.9011740779121319, 0.3319922838624525 0.8951864900437443, 0.3320295703204669 0.8952281222440086, 0.3258890114473257 0.8725343115490254, 0.3126030141513114 0.855223383391997, 0.2464375991891121 0.8573884082082492, 0.2459966644285046 0.9493508310062858, 0.2669686675233057 0.9494513860469503))
11:110780000-114760000	43	0.2253398624673843	0.8835111632632415	-3.5471913499528234	0.04815903681926362	3	0.3661750487649639	POLYGON ((0.2459966644285046 0.9493508310062858, 0.2464375991891121 0.8573884082082492, 0.2345836946160362 0.8485280303330123, 0.2199267596178769 0.851561358767964, 0.1944686350193414 0.878801498660539, 0.2366773575427771 0.9493061474689707, 0.2459966644285046 0.9493508310062858))
11:110780000-114760000	44	0.18768426504307648	0.8483189471130733	-1.0567591695163152	0.02785944281114378	4	-0.515670489270543	POLYGON ((0.1448280890037826 0.8002344133577721, 0.1501130501658082 0.8532638548049418, 0.1781966914203714 0.8778114889885156, 0.1944686350193414 0.878801498660539, 0.2199267596178769 0.851561358767964, 0.1655256982544293 0.8042934017975926, 0.1452501649790901 0.7999843045297318, 0.1448280890037826 0.8002344133577721))
11:110780000-114760000	45	0.18403877764421814	0.9082367105665766	-3.5471913499528234	0.14915701685966282	3	0.27122398152063754	POLYGON ((0.15439263238703 0.966912398564593, 0.1603306793207827 0.9695527473313348, 0.1665004012131348 0.9715939172822493, 0.1728415076922276 0.9730159621543583, 0.179292033620201 0.9738049857598537, 0.1857889446150086 0.9739532777793063, 0.1922687530208624 0.9734593891067185, 0.1986681383080567 0.9723281460101536, 0.2049245658396398 0.9705706029695611, 0.2109768979583609 0.9682039346526691, 0.2167659914223666 0.9652512680845494, 0.2222352753515168 0.9617414566508932, 0.2273313040366464 0.9577087981434291, 0.2320042792097313 0.9531926996027397, 0.2353072739190298 0.9492995782912972, 0.2366773575427771 0.9493061474689707, 0.1944686350193414 0.878801498660539, 0.1781966914203714 0.8778114889885156, 0.1502070722610461 0.9332085784491654, 0.1492079672275135 0.9642928240581279, 0.15439263238703 0.966912398564593))
11:110780000-114760000	46	0.15023830543654748	0.8911588757252701	-1.4783709110922152	0.008919821603567928	4	-0.5125405932722676	POLYGON ((0.1501130501658082 0.8532638548049418, 0.1253938371567872 0.879806422481017, 0.1502070722610461 0.9332085784491654, 0.1781966914203714 0.8778114889885156, 0.1501130501658082 0.8532638548049418))
11:110780000-114760000	47	0.11804882484396459	0.9061156716700656	-3.5471913499528234	0.06933861322773545	3	0.34085476416647686	POLYGON ((0.1010153460952225 0.9696104816340856, 0.107412129393885 0.97098932580295, 0.1139143019179511 0.9717253966414837, 0.1204574396243551 0.9718114011012131, 0.1269767125837432 0.9712464870431036, 0.1334075273205752 0.9700362516806209, 0.1396861668104228 0.9681926861220944, 0.145750421793321 0.9657340565618611, 0.1490375264339833 0.9642067081096806, 0.1492079672275135 0.9642928240581279, 0.1502070722610461 0.9332085784491654, 0.1253938371567872 0.879806422481017, 0.103998705281849 0.8822503654688136, 0.08453503727933 0.9102339366014528, 0.0953670224426693 0.9677894221730348, 0.1010153460952225 0.9696104816340856))
11:110780000-114760000	48	0.112304897434031	0.8558313217366819	-3.5471913499528234	0.006039879202415952	3	0.4453009381352358	POLYGON ((0.0844843082697672 0.8500410185681953, 0.103998705281849 0.8822503654688136, 0.1253938371567872 0.879806422481017, 0.1501130501658082 0.8532638548049418, 0.1448280890037826 0.8002344133577721, 0.1341820967008466 0.7992339597474297, 0.0844843082697672 0.8500410185681953))
11:110780000-114760000	49	0.07673611829309147	0.8773810687567937	-3.5471913499528234	0.125397492050159	3	0.22687271005502255	POLYGON ((0.0518012959766377 0.8904352606665368, 0.08453503727933 0.9102339366014528, 0.103998705281849 0.8822503654688136, 0.0844843082697672 0.8500410185681953, 0.0694032269524507 0.8496723206366816, 0.0474919104871184 0.8719365977156806, 0.0518012959766377 0.8904352606665368))
11:110780000-114760000	50	0.05181702714040173	0.9185805452254111	-3.5471913499528234	0.10381792364152717	3	0.3081615743478253	POLYGON ((0.0047777396294614 0.9645047841533885, 0.0093968638482643 0.9688026522791704, 0.0144067253076852 0.9726379185193097, 0.0197611775695538 0.9759752557738757, 0.0254109001282554 0.9787839234268813, 0.0313038527078572 0.9810380505018057, 0.0373857546113664 0.9827168739622789, 0.0436005847067773 0.9838049299629139, 0.0498910974444756 0.9842921962886526, 0.0561993501529002 0.9841741846705965, 0.0624672367554802 0.9834519821279937, 0.068637022992714 0.9821322409555728, 0.0746518782193981 0.9802271174484546, 0.0804563988785539 0.9777541599290507, 0.0859971188302742 0.9747361471073496, 0.0912230018347862 0.9712008782634715, 0.0953546386308691 0.9677854295445967, 0.0953670224426693 0.9677894221730348, 0.08453503727933 0.9102339366014528, 0.0518012959766377 0.8904352606665368, -0.0092985309654644 0.9500867392373924, 0.0047777396294614 0.9645047841533885))
11:110780000-114760000	51	0.02366448595054995	0.889744455393419	-3.5471913499528234	0.06895862082758344	3	0.33734639796905197	POLYGON ((-0.0092985309654644 0.9500867392373924, 0.0518012959766377 0.8904352606665368, 0.0474919104871184 0.8719365977156806, 0.012598222515931 0.8586242027339929, 0.0020230617600262 0.8632344427088297, -0.0191001731743757 0.940047111435015, -0.0092985309654644 0.9500867392373924))
11:110780000-114760000	52	0.04158084508354143	0.8427831200344315	-3.5471913499528234	0.019379612407751844	3	0.36254368555290223	POLYGON ((0.0474919104871184 0.8719365977156806, 0.0694032269524507 0.8496723206366816, 0.0481050762202073 0.8116172225652526, 0.0276640630992407 0.8090458276234131, 0.012598222515931 0.8586242027339929, 0.0474919104871184 0.8719365977156806))
11:110780000-114760000	53	0.07808137962580011	0.8223550059081894	-3.5471913499528234	0.04367912641747165	3	0.300877427483173	POLYGON ((0.0481050762202073 0.8116172225652526, 0.0694032269524507 0.8496723206366816, 0.0844843082697672 0.8500410185681953, 0.1341820967008466 0.7992339597474297, 0.1198674589648078 0.7914284976274591, 0.0592862103819636 0.8041072554733436, 0.0481050762202073 0.8116172225652526))
11:110780000-114760000	54	0.04950304818993814	0.7798064628862406	-3.5471913499528234	0.017039659206815865	3	0.40882238725223913	POLYGON ((0.0510326264845954 0.7470359527796312, 0.0257328718454224 0.7946189704642087, 0.0265798446371855 0.8079037304535736, 0.0276640630992407 0.8090458276234131, 0.0481050762202073 0.8116172225652526, 0.0592862103819636 0.8041072554733436, 0.0594098050425678 0.7528900713670456, 0.0510326264845954 0.7470359527796312))
